rts,src,dest,seqn,hops
881000000.0,24,26,0,1
882000000.0,32,26,0,1
882000000.0,10,14,0,1
882000000.0,19,18,0,1
882000000.0,14,13,0,1
882000000.0,12,22,0,5
882000000.0,27,16,0,5
882000000.0,4,18,0,4
882000000.0,22,23,0,1
882000000.0,5,17,0,3
882000000.0,35,22,0,7
882000000.0,34,14,0,5
882000000.0,20,13,0,3
882000000.0,29,14,0,5
882000000.0,1,19,0,2
882000000.0,30,26,0,2
882000000.0,33,26,1,1
882000000.0,18,14,0,3
882000000.0,2,16,1,2
882000000.0,20,18,1,2
882000000.0,13,13,1,2
882000000.0,7,13,1,2
882000000.0,3,17,0,2
882000000.0,8,22,0,5
882000000.0,12,22,1,5
882000000.0,35,15,1,3
882000000.0,13,23,0,6
882000000.0,28,14,1,7
883000000.0,15,19,1,3
883000000.0,14,17,1,2
883000000.0,32,23,1,4
883000000.0,24,19,1,8
883000000.0,9,26,1,7
883000000.0,15,18,2,3
883000000.0,21,19,0,1
883000000.0,31,15,1,4
883000000.0,33,14,2,7
883000000.0,29,18,1,7
883000000.0,22,14,2,5
883000000.0,34,15,2,5
883000000.0,29,18,1,7
883000000.0,26,13,0,5
883000000.0,27,18,1,7
883000000.0,28,18,2,8
883000000.0,4,12,2,2
883000000.0,35,23,2,4
883000000.0,12,21,2,4
883000000.0,34,21,1,6
883000000.0,18,16,1,2
883000000.0,5,15,3,3
883000000.0,17,18,1,1
883000000.0,9,18,2,3
883000000.0,13,15,2,1
883000000.0,4,17,3,2
883000000.0,35,20,3,6
883000000.0,30,21,1,7
883000000.0,20,17,3,1
883000000.0,6,21,3,5
883000000.0,3,21,1,5
883000000.0,26,22,3,1
883000000.0,19,25,1,5
883000000.0,10,25,2,6
884000000.0,4,17,4,2
884000000.0,17,19,2,1
884000000.0,12,20,3,4
884000000.0,19,14,2,2
884000000.0,18,14,2,2
884000000.0,6,14,4,1
884000000.0,35,17,4,2
884000000.0,7,25,3,7
884000000.0,2,13,4,2
884000000.0,26,22,4,1
884000000.0,10,15,3,2
884000000.0,36,16,1,5
884000000.0,7,23,2,33
884000000.0,1,23,2,16
884000000.0,3,19,2,5
884000000.0,11,20,2,3
884000000.0,32,13,2,35
884000000.0,3,12,3,2
884000000.0,17,22,3,3
884000000.0,25,18,1,35
884000000.0,22,19,3,31
884000000.0,9,15,4,2
884000000.0,25,19,2,18
884000000.0,19,13,3,3
884000000.0,20,13,4,2
884000000.0,11,15,3,1
884000000.0,7,14,4,3
884000000.0,8,25,3,6
884000000.0,21,25,1,2
884000000.0,22,23,4,1
884000000.0,35,19,5,6
884000000.0,1,17,3,3
884000000.0,36,16,2,5
884000000.0,33,22,3,4
884000000.0,27,23,2,2
884000000.0,23,15,2,7
884000000.0,34,16,4,6
884000000.0,31,14,3,5
884000000.0,2,26,5,3
885000000.0,18,16,4,2
885000000.0,30,26,2,1
885000000.0,14,17,5,1
885000000.0,6,26,5,2
885000000.0,13,12,4,1
885000000.0,16,22,2,9
885000000.0,25,24,3,1
885000000.0,31,25,4,1
885000000.0,19,19,4,2
885000000.0,15,25,3,6
885000000.0,7,22,5,5
885000000.0,3,14,4,3
885000000.0,1,20,4,6
885000000.0,9,25,5,7
885000000.0,12,25,4,6
885000000.0,10,25,4,6
885000000.0,8,13,6,1
885000000.0,21,26,3,1
885000000.0,17,18,4,1
885000000.0,21,23,2,4
885000000.0,4,20,6,5
885000000.0,31,23,5,1
885000000.0,15,16,4,1
885000000.0,19,15,5,2
885000000.0,27,17,3,5
885000000.0,30,25,3,1
885000000.0,25,23,4,3
885000000.0,10,16,5,1
885000000.0,36,24,3,6
885000000.0,9,26,6,4
885000000.0,2,21,6,5
885000000.0,13,19,5,4
886000000.0,2,19,7,5
886000000.0,8,14,7,2
886000000.0,14,17,6,1
886000000.0,9,19,7,4
886000000.0,33,21,5,2
886000000.0,11,12,5,1
